Meta Title,H1,Tip Pagina,Cuvinte Descriere,Linkuri Interne Descriere,Exista FAQ,Numar Produse,URL,URL Cannonical,breadcrumb_text,breadcrumb_links
"FLANSA LIBERA OTEL, PN 16 ,D.110mm - Romstal","FLANSA LIBERA OTEL, PN 16 ,D.110mm",product,11,0,False,1,https://www.romstal.ro/flansa-libera-otel-pn-16-d-110mm-p14780587.html,https://www.romstal.ro/flansa-libera-otel-pn-16-d-110mm.html,"Tevi, fitinguri, irigatii si izolatii > Tevi si fitinguri din plastic > Fitinguri pex > Flanse > FLANSA LIBERA OTEL, PN 16 ,D.110mm",https://www.romstal.ro/tevi-fitinguri-irigatii-si-izolatii-c1459672.html > https://www.romstal.ro/tevi-si-fitinguri-din-plastic-c1459777.html > https://www.romstal.ro/fitinguri-pex-c1459830.html > https://www.romstal.ro/flanse-c1461605.html > https://www.romstal.ro/flansa-libera-otel-pn-16-d-110mm.html
INVERTOR TRIFAZAT Fronius Symo 10.0-3-M WLAN/LAN/Webserver - Romstal,INVERTOR FRONIUS 10KW SYMO 10.0-3 M,product,484,0,False,1,https://www.romstal.ro/invertor-trifazat-fronius-symo-10-0-3-m-wlan-lan-webserver-p14740212.html,https://www.romstal.ro/invertor-fronius-10kw-symo-10-0-3-m.html,n/a,n/a
"MUFA ELECTROSUDABILA PT PEID APA/GAZ, D.32 PN16 - Romstal","MUFA ELECTROSUDABILA PT PEID APA/GAZ, D.32 PN16",product,0,0,False,1,https://www.romstal.ro/mufa-electrosudabila-pt-peid-apa-gaz-d-32-pn16-p14780662.html,https://www.romstal.ro/mufa-electrosudabila-pt-peid-apa-gaz-d-32-pn16.html,"Tevi, fitinguri, irigatii si izolatii > Tevi si fitinguri din plastic > Fitinguri pehd > Mufe electrosudabile > MUFA ELECTROSUDABILA PT PEID APA/GAZ, D.32 PN16",https://www.romstal.ro/tevi-fitinguri-irigatii-si-izolatii-c1459672.html > https://www.romstal.ro/tevi-si-fitinguri-din-plastic-c1459777.html > https://www.romstal.ro/fitinguri-pehd-c1459862.html > https://www.romstal.ro/mufe-electrosudabile-c1459876.html > https://www.romstal.ro/mufa-electrosudabila-pt-peid-apa-gaz-d-32-pn16.html
"TERMOSTAT DIGITAL KONTROLIA WT15, WIRELESS, LCD ILUMINAT - Romstal","Termostat digital, Kontrolia, WT15, wireless, LCD iluminat",product,349,0,False,1,https://www.romstal.ro/termostat-digital-kontrolia-wt15-wireless-lcd-iluminat-p14737974.html,https://www.romstal.ro/termostat-digital-kontrolia-wt15-wireless-lcd-iluminat.html,"Echipamente termice incalzire > Termostate, cronotermostate si automatizari > Termostate cronotermostate > Termostate si cronotermostate > Termostat digital, Kontrolia, WT15, wireless, LCD iluminat",https://www.romstal.ro/echipamente-termice-incalzire-c1460077.html > https://www.romstal.ro/termostate-cronotermostate-si-automatizari-c1460137.html > https://www.romstal.ro/termostate-cronotermostate-c1460138.html > https://www.romstal.ro/termostate-si-cronotermostate-c1460139.html > https://www.romstal.ro/termostat-digital-kontrolia-wt15-wireless-lcd-iluminat.html
"VAS EXPANSIUNE INSTALATII INCALZIRE, VERTICAL, REFLEX NG, 6 BAR 50L - Romstal","VAS EXPANSIUNE INSTALATII INCALZIRE, VERTICAL, REFLEX NG, 6 BAR 50L",product,311,0,False,1,https://www.romstal.ro/vas-expansiune-instalatii-incalzire-vertical-reflex-ng-6-bar-50l-p2175903.html,https://www.romstal.ro/vas-expansiune-instalatii-incalzire-vertical-reflex-ng-6-bar-50l.html,"Pompe, filtre si vase de expansiune > Vase de expansiune > Vase de expansiune incalzire > Oval > VAS EXPANSIUNE INSTALATII INCALZIRE, VERTICAL, REFLEX NG, 6 BAR 50L",https://www.romstal.ro/pompe-filtre-si-vase-de-expansiune-c1459261.html > https://www.romstal.ro/vase-de-expansiune-c1459326.html > https://www.romstal.ro/vase-de-expansiune-incalzire-c1459329.html > https://www.romstal.ro/oval-c1459330.html > https://www.romstal.ro/vas-expansiune-instalatii-incalzire-vertical-reflex-ng-6-bar-50l.html
CHEIE DE NIPLARE - Romstal,"Cheie de niplare, Nova Florida",product,10,0,False,1,https://www.romstal.ro/cheie-de-niplare-p35311.html,https://www.romstal.ro/cheie-de-niplare-nova-florida.html,"Echipamente termice incalzire > Calorifere si convectoare > Calorifere din aluminiu > Accesorii calorifere din aluminiu > Cheie de niplare, Nova Florida",https://www.romstal.ro/echipamente-termice-incalzire-c1460077.html > https://www.romstal.ro/calorifere-si-convectoare-c1460110.html > https://www.romstal.ro/calorifere-din-aluminiu-c1460120.html > https://www.romstal.ro/accesorii-calorifere-din-aluminiu-c1460123.html > https://www.romstal.ro/cheie-de-niplare-nova-florida.html
"POMPA SUBMERSIBILA APA POTABILA, DAB IDEA, 150M - Romstal","POMPA SUBMERSIBILA APA POTABILA, DAB IDEA, 150M",product,381,0,False,1,https://www.romstal.ro/pompa-submersibila-apa-potabila-dab-idea-150m-p49376.html,https://www.romstal.ro/pompa-submersibila-apa-potabila-dab-idea-150m.html,n/a,n/a
"MANSON ALUNECATOR PEX, D.16mm - Romstal","MANSON ALUNECATOR PEX, D.16mm",product,75,0,False,1,https://www.romstal.ro/manson-alunecator-pex-d-16mm-p14740482.html,https://www.romstal.ro/manson-alunecator-pex-d-16mm.html,"Tevi, fitinguri, irigatii si izolatii > Tevi si fitinguri din plastic > Fitinguri pex > Coturi pex > MANSON ALUNECATOR PEX, D.16mm",https://www.romstal.ro/tevi-fitinguri-irigatii-si-izolatii-c1459672.html > https://www.romstal.ro/tevi-si-fitinguri-din-plastic-c1459777.html > https://www.romstal.ro/fitinguri-pex-c1459830.html > https://www.romstal.ro/coturi-pex-c1459831.html > https://www.romstal.ro/manson-alunecator-pex-d-16mm.html
Parchet Romstal.ro ,Parchet,category,0,0,False,16,https://www.romstal.ro/parchet-2806.html,https://www.romstal.ro/parchet-2806.html,Amenajare baie > Parchet,https://www.romstal.ro/amenajare-baie-c1460743.html > https://www.romstal.ro/parchet-2806.html
"HIDROFOR, DAB ACTIVE JET, 82M - Romstal","HIDROFOR, DAB ACTIVE JET, 82M",product,463,0,False,1,https://www.romstal.ro/hidrofor-dab-active-jet-82m-p19263.html,https://www.romstal.ro/hidrofor-dab-active-jet-82m.html,"Pompe, filtre si vase de expansiune > Hidrofoare si vase hidrofor > Hidrofoare > Hidrofoare > HIDROFOR, DAB ACTIVE JET, 82M",https://www.romstal.ro/pompe-filtre-si-vase-de-expansiune-c1459261.html > https://www.romstal.ro/hidrofoare-si-vase-hidrofor-c1459337.html > https://www.romstal.ro/hidrofoare-c1459338.html > https://www.romstal.ro/hidrofoare-c1459339.html > https://www.romstal.ro/hidrofor-dab-active-jet-82m.html
"Panouri solare plane Panou solar plan, Vision, presurizat, 2...","Panou solar plan, Vision, presurizat, 2.5 mp, 1.9 kW",product,287,0,False,1,https://www.romstal.ro/panou-solar-plan-vision-presurizat-2-5-mp-1-9-kw.html,https://www.romstal.ro/panou-solar-plan-vision-presurizat-2-5-mp-1-9-kw.html,"Energie regenerabila > Panouri solare > Panouri solare plane > Panouri solare plane > Panou solar plan, Vision, presurizat, 2.5 mp, 1.9 kW",https://www.romstal.ro/energie-regenerabila-c1460579.html > https://www.romstal.ro/panouri-solare-c1460580.html > https://www.romstal.ro/panouri-solare-plane-1.html > https://www.romstal.ro/panouri-solare-plane-1.html > https://www.romstal.ro/panou-solar-plan-vision-presurizat-2-5-mp-1-9-kw.html
"BOILER ELECTRIC, ATLANTIC O'PRO, 200L, 2200W - Romstal","Boiler electric, Atlantic, O'PRO, 2200W, 200L, montaj vertical",product,253,0,False,1,https://www.romstal.ro/boiler-electric-atlantic-o-pro-2200w-200l-montaj-vertical-p23660.html,https://www.romstal.ro/boiler-electric-atlantic-o-pro-2200w-200l-montaj-vertical.html,"Echipamente termice incalzire > Boilere, instanturi si acumulatoare > Boilere, instanturi electrice / lemne > Boilere electrice > Boiler electric, Atlantic, O'PRO, 2200W, 200L, montaj vertical",https://www.romstal.ro/echipamente-termice-incalzire-c1460077.html > https://www.romstal.ro/boilere-instanturi-si-acumulatoare-c1460157.html > https://www.romstal.ro/boilere-instanturi-electrice-lemne-c1460158.html > https://www.romstal.ro/boilere-electrice-c1460159.html > https://www.romstal.ro/boiler-electric-atlantic-o-pro-2200w-200l-montaj-vertical.html
"CURBA/REISER PEHD-OTEL GAZ PE100 D.32x1"" - Romstal","CURBA/REISER PEHD-OTEL GAZ PE100 D.32x1""",product,25,0,False,1,https://www.romstal.ro/curba-reiser-pehd-otel-gaz-pe100-d-32x1-p39268.html,https://www.romstal.ro/curba-reiser-pehd-otel-gaz-pe100-d-32x1.html,"Tevi, fitinguri, irigatii si izolatii > Tevi si fitinguri din plastic > Fitinguri pehd > Coturi peid > CURBA/REISER PEHD-OTEL GAZ PE100 D.32x1""",https://www.romstal.ro/tevi-fitinguri-irigatii-si-izolatii-c1459672.html > https://www.romstal.ro/tevi-si-fitinguri-din-plastic-c1459777.html > https://www.romstal.ro/fitinguri-pehd-c1459862.html > https://www.romstal.ro/coturi-peid-c1459863.html > https://www.romstal.ro/curba-reiser-pehd-otel-gaz-pe100-d-32x1.html
"BARA EGALIZARE POTENTIAL 7X2.5-25MMP, 2X25-95MMP, 1XOL-ZN 30X3.5 - Romstal","BARA EGALIZARE POTENTIAL 7X2.5-25MMP, 2X25-95MMP, 1XOL-ZN 30X3.5",product,124,0,False,1,https://www.romstal.ro/bara-egalizare-potential-7x2-5-25mmp-2x25-95mmp-1xol-zn-30x3-5-p10217.html,https://www.romstal.ro/bara-egalizare-potential-7x2-5-25mmp-2x25-95mmp-1xol-zn-30x3-5.html,"Electrice > Cabluri electrice si conductori > Impamantare > Electrozi, piese impamantare > BARA EGALIZARE POTENTIAL 7X2.5-25MMP, 2X25-95MMP, 1XOL-ZN 30X3.5",https://www.romstal.ro/electrice-c1461225.html > https://www.romstal.ro/cabluri-electrice-si-conductori-c1461259.html > https://www.romstal.ro/impamantare-c1461289.html > https://www.romstal.ro/electrozi-piese-impamantare-c1461290.html > https://www.romstal.ro/bara-egalizare-potential-7x2-5-25mmp-2x25-95mmp-1xol-zn-30x3-5.html
"SEPARATOR MAGNETIC DE NAMOL DIRTMAG, 1"" - Romstal","SEPARATOR MAGNETIC DE NAMOL DIRTMAG, 1""",product,545,0,False,1,https://www.romstal.ro/separator-magnetic-de-namol-dirtmag-1-p50971.html,https://www.romstal.ro/separator-magnetic-de-namol-dirtmag-1.html,"Robineti, racorduri, supape, manometre > Colectoare si separatoare > Separatoare > Magnetic > SEPARATOR MAGNETIC DE NAMOL DIRTMAG, 1""",https://www.romstal.ro/robineti-racorduri-supape-manometre-2120.html > https://www.romstal.ro/colectoare-si-separatoare-2123.html > https://www.romstal.ro/separatoare-c1459494.html > https://www.romstal.ro/magnetic-c1459496.html > https://www.romstal.ro/separator-magnetic-de-namol-dirtmag-1.html
TEAVA INOX IN BARA PT INCALZIRE/SANITARE L=3M D.35 - Romstal,TEAVA INOX IN BARA PT INCALZIRE/SANITARE L=3M D.35,product,85,0,False,1,https://www.romstal.ro/teava-inox-in-bara-pt-incalzire-sanitare-l-3m-d-35-p14777144.html,https://www.romstal.ro/teava-inox-in-bara-pt-incalzire-sanitare-l-3m-d-35.html,"Tevi, fitinguri, irigatii si izolatii > Tevi si fitinguri din metal > Tevi metalice > Teava inox > TEAVA INOX IN BARA PT INCALZIRE/SANITARE L=3M D.35",https://www.romstal.ro/tevi-fitinguri-irigatii-si-izolatii-c1459672.html > https://www.romstal.ro/tevi-si-fitinguri-din-metal-c1459673.html > https://www.romstal.ro/tevi-metalice-c1459710.html > https://www.romstal.ro/teava-inox-c1461574.html > https://www.romstal.ro/teava-inox-in-bara-pt-incalzire-sanitare-l-3m-d-35.html
"VAS EXPANSIUNE UNIVERSAL, VERTICAL, VAREM, 10 BAR 80L - Romstal","VAS EXPANSIUNE UNIVERSAL, VERTICAL, VAREM, 10 BAR 80L",product,35,0,False,1,https://www.romstal.ro/vas-expansiune-universal-vertical-varem-10-bar-80l-p5577.html,https://www.romstal.ro/vas-expansiune-universal-vertical-varem-10-bar-80l.html,"Pompe, filtre si vase de expansiune > Vase de expansiune > Vase expansiune universale > Vertical 16bar > VAS EXPANSIUNE UNIVERSAL, VERTICAL, VAREM, 10 BAR 80L",https://www.romstal.ro/pompe-filtre-si-vase-de-expansiune-c1459261.html > https://www.romstal.ro/vase-de-expansiune-c1459326.html > https://www.romstal.ro/vase-expansiune-universale-c1459327.html > https://www.romstal.ro/vertical-16bar-c1459328.html > https://www.romstal.ro/vas-expansiune-universal-vertical-varem-10-bar-80l.html
"CALORIFER DIN OTEL, VISION, 22, 600 x600, 1218W - Romstal","Calorifer (radiator) alb din otel Vision, tip 22, 600 x600, 1218w, accesorii incluse",product,318,0,False,1,https://www.romstal.ro/calorifer-radiator-alb-din-otel-vision-tip-22-600-x600-1218w-accesorii-incluse-p939161.html,https://www.romstal.ro/calorifer-radiator-alb-din-otel-vision-tip-22-600-x600-1218w-accesorii-incluse.html,"Echipamente termice incalzire > Calorifere si convectoare > Calorifere din otel > Calorifere din otel tip panou > Calorifer (radiator) alb din otel Vision, tip 22, 600 x600, 1218w, accesorii incluse",https://www.romstal.ro/echipamente-termice-incalzire-c1460077.html > https://www.romstal.ro/calorifere-si-convectoare-c1460110.html > https://www.romstal.ro/calorifere-din-otel-c1460111.html > https://www.romstal.ro/calorifere-din-otel-tip-panou-c1460112.html > https://www.romstal.ro/calorifer-radiator-alb-din-otel-vision-tip-22-600-x600-1218w-accesorii-incluse.html
Aragazuri - Preturi bune | Romstal,Aragazuri,category,201,0,False,8,https://www.romstal.ro/aragazuri-2316.html,https://www.romstal.ro/aragazuri-2316.html,Electrocasnice si produse pentru casa > Aragazuri,https://www.romstal.ro/electrocasnice-si-produse-pentru-casa-2260.html > https://www.romstal.ro/aragazuri-2316.html
"ELECTROZI SUDURA RUTILICI (SUPERTIT), 1 KG 2.5x350mm - Romstal","ELECTROZI SUDURA RUTILICI (SUPERTIT), 1 KG 2.5x350mm",product,36,0,False,1,https://www.romstal.ro/electrozi-sudura-rutilici-supertit-1-kg-2-5x350mm-p17312.html,https://www.romstal.ro/electrozi-sudura-rutilici-supertit-1-kg-2-5x350mm.html,"Tevi, fitinguri, irigatii si izolatii > Tevi si fitinguri din metal > Accesorii sudura > Accesorii sudura metal > ELECTROZI SUDURA RUTILICI (SUPERTIT), 1 KG 2.5x350mm",https://www.romstal.ro/tevi-fitinguri-irigatii-si-izolatii-c1459672.html > https://www.romstal.ro/tevi-si-fitinguri-din-metal-c1459673.html > https://www.romstal.ro/accesorii-sudura-c1459774.html > https://www.romstal.ro/accesorii-sudura-metal-c1459776.html > https://www.romstal.ro/electrozi-sudura-rutilici-supertit-1-kg-2-5x350mm.html
"PLUTITOR MECANIC ''QUICKSTOP'' D.1"" - Romstal","PLUTITOR MECANIC ''QUICKSTOP'' D.1""",product,49,0,False,1,https://www.romstal.ro/plutitor-mecanic-quickstop-d-1-p19412.html,https://www.romstal.ro/plutitor-mecanic-quickstop-d-1.html,"Pompe, filtre si vase de expansiune > Filtre, contoare, rezervoare > Rezervoare apa potabila/combustibil > Plutitoare > PLUTITOR MECANIC ''QUICKSTOP'' D.1""",https://www.romstal.ro/pompe-filtre-si-vase-de-expansiune-c1459261.html > https://www.romstal.ro/filtre-contoare-rezervoare-c1459343.html > https://www.romstal.ro/rezervoare-apa-potabila-combustibil-c1459349.html > https://www.romstal.ro/plutitoare-c1459351.html > https://www.romstal.ro/plutitor-mecanic-quickstop-d-1.html
"GRUP DE POMPARE SI AMESTEC UPONOR FLUVIA T6, PUSH 23 B-W - Romstal","Grup amestec si pompare, Uponor, Fluvia T6, Push 23 B-W",product,346,0,False,1,https://www.romstal.ro/grup-de-pompare-si-amestec-uponor-fluvia-t6-push-23-b-w-p5600928.html,https://www.romstal.ro/grup-amestec-si-pompare-uponor-fluvia-t6-push-23-b-w.html,"Echipamente termice incalzire > Incalzire in pardoseala si degivrare > Incalzire in pardoseala cu agent termic > Incalzire in pardoseala cu agent termic > Grup amestec si pompare, Uponor, Fluvia T6, Push 23 B-W",https://www.romstal.ro/echipamente-termice-incalzire-c1460077.html > https://www.romstal.ro/incalzire-in-pardoseala-si-degivrare-c1460148.html > https://www.romstal.ro/incalzire-in-pardoseala-cu-agent-termic-c1460149.html > https://www.romstal.ro/incalzire-in-pardoseala-cu-agent-termic-c1461865.html > https://www.romstal.ro/grup-amestec-si-pompare-uponor-fluvia-t6-push-23-b-w.html
"REZERVOR APA VERTICAL, PATRAT, VALROM AQUAPUR, 500L - Romstal","REZERVOR APA VERTICAL, PATRAT, VALROM AQUAPUR, 500L",product,347,0,False,1,https://www.romstal.ro/rezervor-apa-vertical-patrat-valrom-aquapur-500l-p19381.html,https://www.romstal.ro/rezervor-apa-vertical-patrat-valrom-aquapur-500l.html,"Pompe, filtre si vase de expansiune > Filtre, contoare, rezervoare > Rezervoare apa potabila/combustibil > Rezervoare apa > REZERVOR APA VERTICAL, PATRAT, VALROM AQUAPUR, 500L",https://www.romstal.ro/pompe-filtre-si-vase-de-expansiune-c1459261.html > https://www.romstal.ro/filtre-contoare-rezervoare-c1459343.html > https://www.romstal.ro/rezervoare-apa-potabila-combustibil-c1459349.html > https://www.romstal.ro/rezervoare-apa-c1459350.html > https://www.romstal.ro/rezervor-apa-vertical-patrat-valrom-aquapur-500l.html
"POMPA SUBMERSIBILA APA POTABILA, DAB IDEA, 100M - Romstal","POMPA SUBMERSIBILA APA POTABILA, DAB IDEA, 100M",product,166,0,False,1,https://www.romstal.ro/pompa-submersibila-apa-potabila-dab-idea-100m-p50126.html,https://www.romstal.ro/pompa-submersibila-apa-potabila-dab-idea-100m.html,n/a,n/a
IZOLATIE ELASTOMER HT PT TEVI INSTALATII INCALZIRE/PANOURI SOLARE L=2M D.18x19mm - Romstal,IZOLATIE ELASTOMER HT PT TEVI INSTALATII INCALZIRE/PANOURI SOLARE L=2M D.18x19mm,product,79,0,False,1,https://www.romstal.ro/izolatie-elastomer-ht-pt-tevi-instalatii-incalzire-panouri-solare-l-2m-d-18x19mm-p17172.html,https://www.romstal.ro/izolatie-elastomer-ht-pt-tevi-instalatii-incalzire-panouri-solare-l-2m-d-18x19mm.html,"Tevi, fitinguri, irigatii si izolatii > Izolatie si adezivi pentru instalatii > Izolatii termice din elastomer > Solare > IZOLATIE ELASTOMER HT PT TEVI INSTALATII INCALZIRE/PANOURI SOLARE L=2M D.18x19mm",https://www.romstal.ro/tevi-fitinguri-irigatii-si-izolatii-c1459672.html > https://www.romstal.ro/izolatie-si-adezivi-pentru-instalatii-c1460038.html > https://www.romstal.ro/izolatii-termice-din-elastomer-c1460044.html > https://www.romstal.ro/solare-c1460046.html > https://www.romstal.ro/izolatie-elastomer-ht-pt-tevi-instalatii-incalzire-panouri-solare-l-2m-d-18x19mm.html
"STATIE EPURARE DIN POLIETILENA APE UZATE MENAJERE 'VALROM SBR1/6 LE', Q=1 mc/zi - Romstal","STATIE EPURARE DIN POLIETILENA APE UZATE MENAJERE 'VALROM SBR1/6 LE', Q=1 mc/zi",product,327,0,False,1,https://www.romstal.ro/statie-epurare-din-polietilena-ape-uzate-menajere-valrom-sbr1-6-le-q-1-mc-zi-p38014.html,https://www.romstal.ro/statie-epurare-din-polietilena-ape-uzate-menajere-valrom-sbr1-6-le-q-1-mc-zi.html,"Sisteme de canalizare > Camine, fose septice, separatoare, statii de epurare > Statii epurare > Statii epurare > STATIE EPURARE DIN POLIETILENA APE UZATE MENAJERE 'VALROM SBR1/6 LE', Q=1 mc/zi",https://www.romstal.ro/sisteme-de-canalizare-2640.html > https://www.romstal.ro/camine-fose-septice-separatoare-statii-de-epurare-2141.html > https://www.romstal.ro/statii-epurare-2146.html > https://www.romstal.ro/statii-epurare-c1459573.html > https://www.romstal.ro/statie-epurare-din-polietilena-ape-uzate-menajere-valrom-sbr1-6-le-q-1-mc-zi.html
"VAS EXPANSIUNE PT INCALZIRE, VERTICAL, VAREM, 6 BAR 500L - Romstal","VAS EXPANSIUNE PT INCALZIRE, VERTICAL, VAREM, 6 BAR 500L",product,42,0,False,1,https://www.romstal.ro/vas-expansiune-pt-incalzire-vertical-varem-6-bar-500l-p5572.html,https://www.romstal.ro/vas-expansiune-pt-incalzire-vertical-varem-6-bar-500l.html,"Pompe, filtre si vase de expansiune > Vase de expansiune > Vase de expansiune incalzire > Cilindric > VAS EXPANSIUNE PT INCALZIRE, VERTICAL, VAREM, 6 BAR 500L",https://www.romstal.ro/pompe-filtre-si-vase-de-expansiune-c1459261.html > https://www.romstal.ro/vase-de-expansiune-c1459326.html > https://www.romstal.ro/vase-de-expansiune-incalzire-c1459329.html > https://www.romstal.ro/cilindric-c1459331.html > https://www.romstal.ro/vas-expansiune-pt-incalzire-vertical-varem-6-bar-500l.html
"TERMOMETRU BIMETAL, D63,G1/2"", TEACA 45mm,  0-120 grd - Romstal","TERMOMETRU BIMETAL, D63,G1/2"", TEACA 45mm, 0-120 grd",product,68,0,False,1,https://www.romstal.ro/termometru-bimetal-d63-g1-2-teaca-45mm-0-120-grd-p4858.html,https://www.romstal.ro/termometru-bimetal-d63-g1-2-teaca-45mm-0-120-grd.html,"Robineti, racorduri, supape, manometre > Supape, reductoare, manometre, termometre > Manometre si termometre > Termometre > TERMOMETRU BIMETAL, D63,G1/2"", TEACA 45mm, 0-120 grd",https://www.romstal.ro/robineti-racorduri-supape-manometre-2120.html > https://www.romstal.ro/supape-reductoare-manometre-termometre-2124.html > https://www.romstal.ro/manometre-si-termometre-c1459475.html > https://www.romstal.ro/termometre-c1459478.html > https://www.romstal.ro/termometru-bimetal-d63-g1-2-teaca-45mm-0-120-grd.html
"TERMOSTAT INCALZIRE PARDOSEAL KERMI,  KOMPAKT DISPLAY 230V - Romstal","Termostat incalzire pardoseala, Kermi, Kompakt Display, 230V",product,666,0,False,1,https://www.romstal.ro/termostat-incalzire-pardoseala-kermi-kompakt-display-230v-p8172254.html,https://www.romstal.ro/termostat-incalzire-pardoseala-kermi-kompakt-display-230v.html,"Echipamente termice incalzire > Incalzire in pardoseala si degivrare > Incalzire in pardoseala cu agent termic > Incalzire in pardoseala cu agent termic > Termostat incalzire pardoseala, Kermi, Kompakt Display, 230V",https://www.romstal.ro/echipamente-termice-incalzire-c1460077.html > https://www.romstal.ro/incalzire-in-pardoseala-si-degivrare-c1460148.html > https://www.romstal.ro/incalzire-in-pardoseala-cu-agent-termic-c1460149.html > https://www.romstal.ro/incalzire-in-pardoseala-cu-agent-termic-c1461865.html > https://www.romstal.ro/termostat-incalzire-pardoseala-kermi-kompakt-display-230v.html
CAPAC INOX D.125 SI DISPOZITIV d.100 PT. SIFOANE PARDOSEALA - Romstal,CAPAC INOX D.125 SI DISPOZITIV d.100 PT. SIFOANE PARDOSEALA,product,0,0,False,1,https://www.romstal.ro/capac-inox-d-125-si-dispozitiv-d-100-pt-sifoane-pardoseala-p38060.html,https://www.romstal.ro/capac-inox-d-125-si-dispozitiv-d-100-pt-sifoane-pardoseala.html,Sisteme de canalizare > Scurgeri si sifoane sanitare > Sifoane si receptoare acoperis > Sifoane pardoseala si terasa > CAPAC INOX D.125 SI DISPOZITIV d.100 PT. SIFOANE PARDOSEALA,https://www.romstal.ro/sisteme-de-canalizare-2640.html > https://www.romstal.ro/scurgeri-si-sifoane-sanitare-c1459515.html > https://www.romstal.ro/sifoane-si-receptoare-acoperis-2131.html > https://www.romstal.ro/sifoane-pardoseala-si-terasa-c1459580.html > https://www.romstal.ro/capac-inox-d-125-si-dispozitiv-d-100-pt-sifoane-pardoseala.html
"PIESA REPARATII TEVI UTILIZATE IN INSTALATII DE APA, GAZ SI ALTE PROD. PETROLIERE LICHIDE 1/2"" - Romstal","PIESA REPARATII TEVI UTILIZATE IN INSTALATII DE APA, GAZ SI ALTE PROD. PETROLIERE LICHIDE 1/2""",product,40,0,False,1,https://www.romstal.ro/piesa-reparatii-tevi-utilizate-in-instalatii-de-apa-gaz-si-alte-prod-petroliere-lichide-1-2-p13332064.html,https://www.romstal.ro/piesa-reparatii-tevi-utilizate-in-instalatii-de-apa-gaz-si-alte-prod-petroliere-lichide-1-2.html,"Tevi, fitinguri, irigatii si izolatii > Tevi si fitinguri din metal > Fitinguri din otel > Fitinguri otel > PIESA REPARATII TEVI UTILIZATE IN INSTALATII DE APA, GAZ SI ALTE PROD. PETROLIERE LICHIDE 1/2""",https://www.romstal.ro/tevi-fitinguri-irigatii-si-izolatii-c1459672.html > https://www.romstal.ro/tevi-si-fitinguri-din-metal-c1459673.html > https://www.romstal.ro/fitinguri-din-otel-c1459763.html > https://www.romstal.ro/fitinguri-otel-c1461858.html > https://www.romstal.ro/piesa-reparatii-tevi-utilizate-in-instalatii-de-apa-gaz-si-alte-prod-petroliere-lichide-1-2.html
"BOILER ELECTRIC, HABITAT, 50L, 1500W - Romstal","Boiler electric, Habitat, 1500W, 50L, montaj vertical",product,256,0,False,1,https://www.romstal.ro/boiler-electric-habitat-1500w-50l-montaj-vertical-p14738890.html,https://www.romstal.ro/boiler-electric-habitat-1500w-50l-montaj-vertical.html,"Echipamente termice incalzire > Boilere, instanturi si acumulatoare > Boilere, instanturi electrice / lemne > Boilere electrice > Boiler electric, Habitat, 1500W, 50L, montaj vertical",https://www.romstal.ro/echipamente-termice-incalzire-c1460077.html > https://www.romstal.ro/boilere-instanturi-si-acumulatoare-c1460157.html > https://www.romstal.ro/boilere-instanturi-electrice-lemne-c1460158.html > https://www.romstal.ro/boilere-electrice-c1460159.html > https://www.romstal.ro/boiler-electric-habitat-1500w-50l-montaj-vertical.html
"TEAVA PEX A ALIM. APA, UPONOR, PN 10 BAR, D.16mmx2,2mm - Romstal","TEAVA PEX A ALIM. APA, UPONOR, PN 10 BAR, D.16mmx2,2mm",product,402,0,False,1,https://www.romstal.ro/teava-pex-a-alim-apa-uponor-pn-10-bar-d-16mmx2-2mm-p39786.html,https://www.romstal.ro/teava-pex-a-alim-apa-uponor-pn-10-bar-d-16mmx2-2mm.html,"Tevi, fitinguri, irigatii si izolatii > Tevi si fitinguri din plastic > Tevi pex > Pex-a apa > TEAVA PEX A ALIM. APA, UPONOR, PN 10 BAR, D.16mmx2,2mm",https://www.romstal.ro/tevi-fitinguri-irigatii-si-izolatii-c1459672.html > https://www.romstal.ro/tevi-si-fitinguri-din-plastic-c1459777.html > https://www.romstal.ro/tevi-pex-c1459820.html > https://www.romstal.ro/pex-a-apa-c1459821.html > https://www.romstal.ro/teava-pex-a-alim-apa-uponor-pn-10-bar-d-16mmx2-2mm.html
"FILTRU Y DIN ALAMA GALBENA 3/4"" - Romstal","FILTRU Y DIN ALAMA GALBENA 3/4""",product,33,0,False,1,https://www.romstal.ro/filtru-y-din-alama-galbena-3-4-p48705.html,https://www.romstal.ro/filtru-y-din-alama-galbena-3-4.html,"Robineti, racorduri, supape, manometre > Filtre si flanse > Filtre de impuritati > Filtre y > FILTRU Y DIN ALAMA GALBENA 3/4""",https://www.romstal.ro/robineti-racorduri-supape-manometre-2120.html > https://www.romstal.ro/filtre-si-flanse-2125.html > https://www.romstal.ro/filtre-de-impuritati-c1459467.html > https://www.romstal.ro/filtre-y-c1459468.html > https://www.romstal.ro/filtru-y-din-alama-galbena-3-4.html
